hour,day_of_week,weather_main,temp,rain_1h,holiday,traffic_level
5,4,Rain,289.87,0.0,,Medium
5,4,Thunderstorm,289.87,0.0,,Medium
6,4,Rain,289.88,0.43,,High
7,4,Rain,289.76,1.27,,High
8,4,Rain,289.86,0.3,,High
9,4,Clouds,291.04,0.0,,High
10,4,Clouds,291.89,0.0,,High
11,4,Rain,292.1,0.25,,High
12,4,Clear,294.01,0.0,,High
13,4,Clear,295.2,0.0,,High
14,4,Clouds,295.89,0.0,,High
15,4,Clouds,296.05,0.0,,High
16,4,Clouds,295.81,0.0,,High
17,4,Clouds,295.28,0.0,,High
18,4,Thunderstorm,294.93,0.0,,High
19,4,Clouds,293.53,0.0,,Medium
20,4,Rain,292.33,0.0,,Medium
21,4,Clear,290.92,0.0,,Medium
22,4,Clouds,290.39,0.0,,Medium
23,4,Clouds,289.81,0.0,,Low
0,5,Rain,289.91,0.0,,Low
1,5,Rain,289.46,0.0,,Low
1,5,Drizzle,289.46,0.0,,Low
2,5,Rain,289.17,0.0,,Low
3,5,Clear,288.43,0.0,,Low
4,5,Clear,287.83,0.0,,Low
5,5,Clear,287.54,0.0,,Low
6,5,Clear,287.28,0.0,,Low
7,5,Clear,286.87,0.0,,Medium
8,5,Clouds,287.42,0.0,,Medium
9,5,Clear,289.13,0.0,,High
10,5,Clear,290.77,0.0,,High
11,5,Clear,291.6,0.0,,High
12,5,Clear,292.58,0.0,,High
13,5,Clouds,293.5,0.0,,High
14,5,Clouds,294.14,0.0,,High
15,5,Clouds,294.41,0.0,,High
16,5,Rain,294.35,0.0,,High
17,5,Clear,294.33,0.0,,High
18,5,Clear,293.7,0.0,,High
19,5,Clear,291.58,0.0,,Medium
20,5,Clear,288.38,0.0,,Medium
21,5,Clear,287.24,0.0,,Medium
22,5,Clear,286.79,0.0,,Medium
23,5,Clear,286.48,0.0,,Medium
0,6,Clear,285.76,0.0,,Low
1,6,Clear,285.49,0.0,,Low
2,6,Clear,285.35,0.0,,Low
3,6,Clear,285.42,0.0,,Low
4,6,Mist,286.03,0.0,,Low
5,6,Clear,286.41,0.0,,Low
6,6,Clear,286.07,0.0,,Low
7,6,Clear,285.9,0.0,,Low
8,6,Clear,287.92,0.0,,Medium
9,6,Clear,290.38,0.0,,Medium
10,6,Clear,292.61,0.0,,Medium
11,6,Clear,294.76,0.0,,High
12,6,Clear,296.3,0.0,,High
13,6,Clear,297.57,0.0,,High
14,6,Clear,298.62,0.0,,High
15,6,Clear,298.76,0.0,,High
16,6,Clear,299.03,0.0,,High
17,6,Clear,298.83,0.0,,High
18,6,Clear,297.93,0.0,,High
19,6,Clouds,296.37,0.0,,Medium
20,6,Clear,293.97,0.0,,Medium
21,6,Clear,292.58,0.0,,Medium
22,6,Clear,292.34,0.0,,Low
23,6,Clear,291.88,0.0,,Low
0,0,Clear,291.23,0.0,,Low
1,0,Clear,290.81,0.0,,Low
2,0,Clear,290.52,0.0,,Low
3,0,Clear,289.94,0.0,,Low
4,0,Clear,289.82,0.0,,Low
5,0,Clear,289.37,0.0,,Medium
6,0,Clear,289.11,0.0,,High
7,0,Clear,289.13,0.0,,High
8,0,Clear,290.2,0.0,,High
9,0,Clear,292.0,0.0,,High
10,0,Clear,294.2,0.0,,High
11,0,Clear,296.48,0.0,,High
12,0,Clear,297.93,0.0,,High
13,0,Clouds,298.85,0.0,,High
14,0,Clouds,298.71,0.0,,High
15,0,Clouds,298.23,0.0,,High
16,0,Clouds,296.79,0.0,,High
17,0,Thunderstorm,295.57,0.0,,High
17,0,Rain,295.57,0.0,,High
18,0,Rain,294.88,0.0,,High
18,0,Thunderstorm,294.88,0.0,,High
19,0,Clouds,293.98,0.0,,Medium
20,0,Clouds,293.32,0.0,,Medium
21,0,Clear,292.61,0.0,,Medium
22,0,Clouds,291.67,0.0,,Low
23,0,Clouds,290.73,0.0,,Low
0,1,Clouds,290.41,0.0,,Low
1,1,Clouds,290.09,0.0,,Low
2,1,Clouds,289.8,0.0,,Low
3,1,Rain,289.12,0.3,,Low
4,1,Clouds,287.95,0.0,,Low
5,1,Clear,287.15,0.0,,Medium
6,1,Clear,285.48,0.0,,High
7,1,Clear,285.16,0.0,,High
8,1,Clear,285.62,0.0,,High
9,1,Clear,286.42,0.0,,High
10,1,Clear,286.72,0.0,,High
11,1,Clear,288.13,0.0,,High
12,1,Clouds,289.19,0.0,,High
13,1,Clouds,290.03,0.0,,High
14,1,Clear,290.81,0.0,,High
15,1,Clouds,291.1,0.0,,High
16,1,Clear,290.58,0.0,,High
17,1,Clear,290.26,0.0,,High
18,1,Clouds,289.25,0.0,,High
19,1,Haze,288.5,0.0,,Medium
19,1,Rain,288.5,0.0,,Medium
20,1,Rain,286.9,0.0,,Medium
21,1,Drizzle,286.49,0.0,,Medium
22,1,Clear,285.94,0.0,,Low
23,1,Clouds,285.73,0.0,,Low
0,2,Clear,285.65,0.0,,Low
1,2,Clear,284.95,0.0,,Low
2,2,Clear,284.06,0.0,,Low
3,2,Clear,282.78,0.0,,Low
4,2,Clear,281.93,0.0,,Low
5,2,Clear,281.17,0.0,,Medium
6,2,Clear,280.82,0.0,,High
7,2,Clear,280.19,0.0,,High
8,2,Clear,280.75,0.0,,High
9,2,Clear,283.06,0.0,,High
10,2,Clear,285.12,0.0,,High
11,2,Clear,287.9,0.0,,High
12,2,Haze,289.59,0.0,,High
13,2,Clouds,290.87,0.0,,High
14,2,Clear,291.76,0.0,,High
15,2,Clear,292.65,0.0,,High
16,2,Clear,293.38,0.0,,High
17,2,Clear,293.27,0.0,,High
18,2,Clear,292.56,0.0,,High
19,2,Clear,291.05,0.0,,Medium
20,2,Clear,288.43,0.0,,Medium
21,2,Clear,286.89,0.0,,Medium
22,2,Clear,286.17,0.0,,Low
23,2,Clear,286.0,0.0,,Low
0,3,Clear,285.18,0.0,,Low
1,3,Clouds,285.21,0.0,,Low
2,3,Clear,285.1,0.0,,Low
3,3,Clear,285.26,0.0,,Low
4,3,Clouds,286.08,0.0,,Low
5,3,Clouds,286.72,0.0,,Medium
6,3,Clouds,287.35,0.0,,High
7,3,Clouds,287.75,0.0,,High
8,3,Clouds,288.59,0.0,,High
9,3,Clouds,289.85,0.0,,High
10,3,Rain,291.6,0.0,,High
11,3,Rain,292.93,0.0,,High
12,3,Thunderstorm,294.26,0.0,,High
13,3,Rain,295.0,0.0,,High
14,3,Rain,295.72,0.0,,High
15,3,Rain,295.4,0.0,,High
16,3,Rain,293.72,4.15,,High
17,3,Rain,291.94,4.74,,High
17,3,Mist,291.94,4.74,,High
17,3,Thunderstorm,291.94,4.74,,High
18,3,Rain,290.78,3.75,,High
18,3,Mist,290.78,3.75,,High
18,3,Thunderstorm,290.78,3.75,,High
19,3,Rain,290.62,1.86,,Medium
19,3,Mist,290.62,1.86,,Medium
19,3,Thunderstorm,290.62,1.86,,Medium
20,3,Rain,290.53,0.51,,Medium
20,3,Mist,290.53,0.51,,Medium
21,3,Rain,290.55,0.25,,Medium
22,3,Rain,290.33,0.0,,Medium
23,3,Mist,289.88,0.0,,Low
0,4,Mist,289.67,0.0,,Low
0,4,Fog,289.67,0.0,,Low
1,4,Mist,289.54,0.0,,Low
2,4,Fog,289.45,0.0,,Low
2,4,Mist,289.45,0.0,,Low
3,4,Mist,289.49,0.0,,Low
3,4,Fog,289.49,0.0,,Low
4,4,Mist,289.53,0.0,,Low
5,4,Mist,289.62,0.0,,Medium
6,4,Rain,289.51,0.0,,High
7,4,Clouds,289.41,0.0,,High
8,4,Clouds,289.83,0.0,,High
9,4,Rain,290.34,0.0,,High
10,4,Thunderstorm,291.04,0.0,,High
11,4,Rain,291.5,0.0,,High
12,4,Clouds,292.68,0.0,,High
13,4,Clouds,293.61,0.0,,High
14,4,Clouds,294.69,0.0,,High
15,4,Clouds,295.42,0.0,,High
16,4,Clouds,296.11,0.0,,High
17,4,Clouds,296.39,0.0,,High
18,4,Rain,296.14,0.0,,Medium
19,4,Thunderstorm,294.75,0.0,,Medium
20,4,Rain,292.67,2.83,,Medium
21,4,Clouds,291.69,0.0,,Medium
22,4,Rain,291.14,0.0,,Low
23,4,Clear,290.24,0.0,,Low
0,5,Rain,289.92,0.0,,Low
1,5,Mist,289.28,0.0,,Low
2,5,Clear,288.59,0.0,,Low
3,5,Clear,288.58,0.0,,Low
4,5,Clear,288.12,0.0,,Low
5,5,Clouds,287.83,0.0,,Low
6,5,Clouds,287.28,0.0,,Low
7,5,Clouds,287.29,0.0,,Medium
8,5,Mist,287.93,0.0,,Medium
9,5,Clouds,288.43,0.0,,Medium
10,5,Mist,288.99,0.0,,High
11,5,Rain,289.98,0.25,,High
12,5,Clouds,290.79,0.0,,High
13,5,Clouds,292.06,0.0,,High
14,5,Clear,293.46,0.0,,High
15,5,Clear,293.88,0.0,,High
16,5,Clear,294.58,0.0,,High
17,5,Clear,294.52,0.0,,High
18,5,Clear,294.15,0.0,,High
19,5,Clear,292.16,0.0,,Medium
20,5,Clear,288.55,0.0,,Medium
21,5,Clear,286.45,0.0,,Medium
22,5,Mist,285.59,0.0,,Medium
23,5,Clear,285.23,0.0,,Medium
0,6,Clear,284.96,0.0,,Low
1,6,Clear,284.76,0.0,,Low
2,6,Mist,284.54,0.0,,Low
3,6,Mist,284.61,0.0,,Low
4,6,Mist,284.47,0.0,,Low
5,6,Mist,284.96,0.0,,Low
6,6,Clear,285.34,0.0,,Low
7,6,Clear,285.37,0.0,,Low
8,6,Clear,287.06,0.0,,Medium
9,6,Clear,289.6,0.0,,Medium
10,6,Clear,290.47,0.0,,Medium
13,6,Clear,297.77,0.0,,High
14,6,Clouds,299.05,0.0,,High
15,6,Clear,299.83,0.0,,High
16,6,Clear,300.39,0.0,,High
17,6,Clear,299.97,0.0,,High
18,6,Clear,299.18,0.0,,High
19,6,Rain,297.54,0.0,,Medium
20,6,Clouds,296.79,0.0,,Medium
21,6,Clear,295.68,0.0,,Medium
22,6,Clear,295.29,0.0,,Low
23,6,Clear,294.99,0.0,,Low
0,0,Clear,294.94,0.0,,Low
1,0,Clear,294.04,0.0,,Low
2,0,Clear,293.4,0.0,,Low
3,0,Clear,292.49,0.0,,Low
4,0,Clear,290.89,0.0,,Low
5,0,Clear,290.48,0.0,,Medium
6,0,Clear,290.45,0.0,,High
7,0,Clear,290.28,0.0,,High
8,0,Clear,290.66,0.0,,High
9,0,Clear,291.22,0.0,,High
10,0,Clear,289.79,0.0,,High
11,0,Rain,289.26,0.25,,High
12,0,Clear,293.46,0.0,,High
13,0,Clear,296.55,0.0,,High
14,0,Clouds,297.88,0.0,,High
15,0,Clear,299.58,0.0,,High
16,0,Clear,298.15,0.0,,High
17,0,Clear,298.06,0.0,,High
18,0,Clear,296.94,0.0,,High
19,0,Clear,293.25,0.0,,Medium
20,0,Clear,290.61,0.0,,Medium
21,0,Clear,288.57,0.0,,Medium
22,0,Clear,287.69,0.0,,Low
23,0,Clear,287.26,0.0,,Low
0,1,Clear,286.19,0.0,,Low
1,1,Clear,286.02,0.0,,Low
2,1,Clear,285.46,0.0,,Low
3,1,Clear,285.17,0.0,,Low
4,1,Clear,285.14,0.0,,Low
5,1,Clear,284.79,0.0,,Medium
6,1,Clouds,285.14,0.0,,High
7,1,Clouds,285.01,0.0,,High
8,1,Clouds,286.28,0.0,,High
10,1,Clouds,288.0,0.0,,High
11,1,Clouds,293.89,0.0,,High
12,1,Clear,294.0,0.0,,High
13,1,Clear,294.32,0.0,,High
14,1,Clear,298.79,0.0,,High
15,1,Clouds,299.7,0.0,,High
16,1,Clouds,298.46,0.0,,High
17,1,Clouds,298.32,0.0,,High
18,1,Clouds,296.59,0.0,,High
19,1,Clouds,295.22,0.0,,Medium
20,1,Clouds,293.75,0.0,,Medium
21,1,Rain,293.15,0.0,,Medium
22,1,Rain,292.94,0.0,,Low
23,1,Rain,292.5,0.0,,Low
0,2,Rain,292.29,0.0,,Low
1,2,Rain,291.22,0.0,,Low
2,2,Rain,290.83,0.0,,Low
3,2,Clear,290.56,0.0,,Low
4,2,Clear,290.23,0.0,,Low
5,2,Clear,290.25,0.0,,Medium
6,2,Clear,289.71,0.0,,High
7,2,Clear,289.7,0.0,,High
8,2,Clear,288.48,0.0,,High
9,2,Clouds,289.53,0.0,,High
10,2,Clouds,289.69,0.0,,High
11,2,Rain,289.94,0.0,,High
12,2,Rain,293.996,0.0,,High
13,2,Rain,293.996,0.0,,High
14,2,Rain,293.996,0.0,,High
15,2,Clouds,289.775,0.0,,High
15,2,Clouds,289.775,0.0,,High
16,2,Clouds,289.775,0.0,,High
17,2,Rain,291.83,0.0,,High
18,2,Rain,290.38,0.0,,High
19,2,Rain,291.69,0.0,,Medium
21,2,Rain,290.26,15.75,,Medium
22,2,Rain,290.21,5.42,,Low
23,2,Rain,290.04,0.51,,Low
0,3,Rain,289.67,3.64,,Low
1,3,Rain,289.89,4.57,,Low
2,3,Rain,289.81,2.03,,Low
3,3,Rain,290.08,0.0,,Low
4,3,Rain,290.01,0.51,,Low
5,3,Rain,289.87,1.52,,Medium
6,3,Rain,289.62,1.02,,High
7,3,Clouds,289.6,0.0,,High
8,3,Clouds,289.37,0.0,,High
9,3,Rain,289.57,0.0,,High
10,3,Rain,289.92,0.0,,High
11,3,Rain,290.62,0.0,,High
12,3,Rain,290.41,0.0,,High
13,3,Rain,291.86,0.0,,High
14,3,Clouds,291.2,0.0,,High
15,3,Clouds,291.33,0.0,,High
16,3,Clouds,291.12,0.0,,High
17,3,Rain,289.89,0.0,,High
18,3,Rain,289.57,0.0,,High
19,3,Rain,289.54,0.0,,Medium
20,3,Rain,288.81,0.0,,Medium
21,3,Rain,288.92,0.0,,Medium
22,3,Rain,289.02,0.0,,Low
23,3,Rain,288.7,0.0,,Low
0,4,Rain,288.13,0.0,,Low
1,4,Rain,288.13,0.0,,Low
2,4,Rain,287.73,0.0,,Low
3,4,Rain,287.59,0.0,,Low
4,4,Rain,287.45,0.0,,Low
5,4,Rain,287.59,0.0,,Medium
6,4,Rain,287.39,0.0,,High
7,4,Rain,287.57,0.0,,High
8,4,Rain,288.11,0.0,,High
9,4,Clouds,288.27,0.0,,High
10,4,Clouds,289.15,0.0,,High
11,4,Clouds,291.12,0.0,,High
12,4,Clouds,293.57,0.0,,High
13,4,Clouds,292.89,0.0,,High
14,4,Clouds,292.2,0.0,,High
15,4,Rain,290.77,7.13,,High
16,4,Rain,290.8,1.52,,High
17,4,Rain,290.38,3.94,,High
18,4,Rain,290.41,2.29,,High
19,4,Rain,289.94,0.25,,Medium
20,4,Clouds,289.96,0.0,,Medium
21,4,Clouds,289.96,0.0,,Medium
22,4,Clouds,290.23,0.0,,Medium
23,4,Clouds,290.49,0.0,,Low
0,5,Clouds,290.38,0.0,,Low
1,5,Clouds,290.37,0.0,,Low
2,5,Rain,290.38,0.0,,Low
3,5,Rain,290.62,0.0,,Low
4,5,Rain,290.62,0.0,,Low
5,5,Rain,290.59,0.0,,Low
6,5,Rain,290.58,0.0,,Low
7,5,Rain,290.37,0.0,,Medium
8,5,Rain,290.22,0.0,,Medium
9,5,Clouds,290.22,0.0,,High
10,5,Clouds,290.55,0.0,,High
11,5,Clouds,290.93,0.0,,High
12,5,Clouds,291.91,0.0,,High
13,5,Clouds,293.12,0.0,,High
14,5,Clouds,293.83,0.0,,High
15,5,Clouds,295.38,0.0,,High
16,5,Clouds,295.49,0.0,,High
17,5,Clouds,293.84,0.0,,High
18,5,Clouds,293.3,0.0,,High
19,5,Clouds,292.95,0.0,,Medium
20,5,Clouds,292.6,0.0,,Medium
21,5,Clouds,292.6,0.0,,Medium
22,5,Clouds,292.43,0.0,,Medium
23,5,Clouds,292.57,0.0,,Medium
0,6,Rain,292.74,0.0,,Low
1,6,Rain,292.65,0.0,,Low
2,6,Rain,292.69,0.0,,Low
3,6,Rain,292.6,0.25,,Low
4,6,Rain,292.84,0.0,,Low
5,6,Rain,293.01,1.27,,Low
6,6,Rain,292.2,0.0,,Low
7,6,Rain,290.28,2.54,,Low
8,6,Rain,289.69,2.03,,Low
9,6,Rain,288.01,0.0,,Medium
10,6,Rain,288.01,0.0,,Medium
11,6,Clouds,290.14,0.0,,High
12,6,Clouds,289.51,0.0,,High
13,6,Clouds,289.26,0.0,,High
14,6,Clouds,290.55,0.0,,High
15,6,Clouds,289.68,0.0,,High
16,6,Rain,288.86,0.25,,High
18,6,Rain,288.32,0.25,,High
19,6,Clouds,288.3,0.0,,Medium
20,6,Rain,288.03,0.25,,Medium
20,6,Clouds,287.73,0.0,,Medium
21,6,Clouds,286.76,0.0,,Medium
22,6,Clouds,285.95,0.0,,Low
23,6,Clouds,285.12,0.0,,Low
0,0,Clouds,284.67,0.0,,Low
1,0,Clouds,284.73,0.0,,Low
2,0,Clouds,284.69,0.0,,Low
3,0,Clouds,284.43,0.0,,Low
4,0,Clouds,283.88,0.0,,Low
5,0,Clouds,283.47,0.0,,Medium
6,0,Clouds,283.33,0.0,,High
7,0,Clouds,283.19,0.0,,High
8,0,Clouds,282.91,0.0,,High
9,0,Clear,283.01,0.0,,High
10,0,Clear,284.02,0.0,,Medium
11,0,Clear,285.43,0.0,,High
12,0,Clear,287.47,0.0,,High
13,0,Clear,288.59,0.0,,High
14,0,Clear,289.82,0.0,,High
15,0,Clouds,291.31,0.0,,High
16,0,Clouds,292.17,0.0,,High
17,0,Clouds,291.2,0.0,,High
18,0,Clouds,290.38,0.0,,High
19,0,Clouds,288.7,0.0,,Medium
20,0,Clouds,286.76,0.0,,Medium
21,0,Clouds,285.22,0.0,,Low
22,0,Clouds,285.28,0.0,,Low
23,0,Clouds,284.85,0.0,,Low
0,1,Clear,284.29,0.0,,Low
1,1,Clear,283.65,0.0,,Low
2,1,Clear,283.35,0.0,,Low
3,1,Clouds,283.02,0.0,,Low
4,1,Clouds,282.46,0.0,,Low
5,1,Clouds,282.18,0.0,,Medium
6,1,Clear,281.76,0.0,,High
8,1,Clouds,281.86,0.0,,High
9,1,Clouds,283.5,0.0,,High
10,1,Clouds,285.45,0.0,,Medium
10,1,Clouds,285.13,0.0,,Medium
11,1,Clouds,286.19,0.0,,High
12,1,Clouds,287.2,0.0,,High
13,1,Clouds,287.42,0.0,,High
14,1,Rain,287.43,0.0,,High
15,1,Rain,287.61,0.0,,High
16,1,Rain,286.57,0.0,,High
17,1,Rain,285.59,0.0,,High
18,1,Rain,283.15,0.25,,High
19,1,Rain,282.88,0.28,,Medium
20,1,Rain,282.59,0.0,,Medium
21,1,Rain,282.45,0.0,,Medium
22,1,Rain,282.29,0.0,,Low
23,1,Clouds,282.18,0.0,,Low
0,2,Clouds,282.04,0.0,,Low
1,2,Clouds,281.91,0.0,,Low
2,2,Clouds,282.46,0.0,,Low
3,2,Clouds,282.46,0.0,,Low
4,2,Clouds,282.12,0.0,,Low
5,2,Clouds,281.74,0.0,,Medium
6,2,Clouds,282.04,0.0,,High
7,2,Clouds,282.73,0.0,,High
8,2,Clouds,283.85,0.0,,High
9,2,Clouds,285.0,0.0,,High
10,2,Clouds,285.62,0.0,,High
11,2,Clouds,286.92,0.0,,High
12,2,Clouds,288.02,0.0,,High
13,2,Clouds,288.29,0.0,,High
14,2,Clouds,288.76,0.0,,High
15,2,Clouds,288.8,0.0,,High
16,2,Clouds,288.72,0.0,,High
17,2,Clouds,288.58,0.0,,High
18,2,Clouds,288.16,0.0,,High
19,2,Clouds,287.32,0.0,,Medium
20,2,Clear,286.63,0.0,,Medium
21,2,Clear,285.94,0.0,,Medium
22,2,Clear,284.55,0.0,,Low
23,2,Clear,283.71,0.0,,Low
0,3,Clear,283.55,0.0,,Low
1,3,Clear,282.73,0.0,,Low
2,3,Clear,282.03,0.0,,Low
3,3,Clear,281.75,0.0,,Low
4,3,Clear,281.34,0.0,,Low
5,3,Rain,281.31,0.25,,Medium
6,3,Clear,280.77,0.0,,High
7,3,Clear,280.36,0.0,,High
8,3,Clear,280.93,0.0,,High
9,3,Clear,280.93,0.0,,High
10,3,Clear,285.83,0.0,,High
11,3,Clear,287.45,0.0,,High
12,3,Clouds,289.06,0.0,,High
13,3,Clouds,290.93,0.0,,High
14,3,Clear,291.74,0.0,,High
15,3,Clear,292.01,0.0,,High
16,3,Clear,293.24,0.0,,High
17,3,Clear,291.75,0.0,,High
18,3,Clear,290.36,0.0,,High
19,3,Clear,287.86,0.0,,Medium
19,3,Clear,287.86,0.0,,Medium
20,3,Clear,285.91,0.0,,Medium
21,3,Clear,284.31,0.0,,Medium
22,3,Clear,284.37,0.0,,Medium
23,3,Clear,284.53,0.0,,Low
0,4,Clear,284.26,0.0,,Low
1,4,Clear,283.99,0.0,,Low
2,4,Clear,283.17,0.0,,Low
3,4,Clear,282.43,0.0,,Low
4,4,Clear,282.87,0.0,,Low
5,4,Clear,283.23,0.0,,Medium
6,4,Clear,283.02,0.0,,High
7,4,Clear,283.17,0.0,,High
8,4,Clear,283.68,0.0,,High
9,4,Clear,284.03,0.0,,High
10,4,Clear,284.54,0.0,,High
11,4,Clear,286.93,0.0,,High
12,4,Clear,288.83,0.0,,High
13,4,Clear,291.58,0.0,,High
14,4,Clear,293.54,0.0,,High
15,4,Clear,294.43,0.0,,High
16,4,Clear,294.47,0.0,,High
17,4,Clouds,293.16,0.0,,High
18,4,Clouds,292.06,0.0,,High
19,4,Clouds,289.84,0.0,,Medium
20,4,Clouds,288.59,0.0,,Medium
21,4,Clouds,287.93,0.0,,Medium
22,4,Clouds,287.37,0.0,,Medium
23,4,Clouds,286.61,0.0,,Low
0,5,Clouds,286.22,0.0,,Low
1,5,Clouds,285.6,0.0,,Low
2,5,Clouds,285.49,0.0,,Low
3,5,Clouds,284.59,0.0,,Low
4,5,Clouds,284.26,0.0,,Low
5,5,Clouds,284.14,0.0,,Low
6,5,Clouds,283.95,0.0,,Low
7,5,Clouds,283.86,0.0,,Medium
8,5,Clouds,284.15,0.0,,Medium
9,5,Clear,285.09,0.0,,Medium
10,5,Clear,285.8,0.0,,High
11,5,Clear,287.46,0.0,,High
12,5,Clouds,291.29,0.0,,High
13,5,Clouds,293.8,0.0,,High
14,5,Clouds,294.8,0.0,,High
15,5,Clear,295.51,0.0,,High
16,5,Clear,298.03,0.0,,High
17,5,Clear,294.26,0.0,,Medium
18,5,Clear,293.01,0.0,,Medium
19,5,Clear,290.55,0.0,,Medium
20,5,Clear,288.6,0.0,,Medium
21,5,Clear,287.76,0.0,,Medium
22,5,Clear,288.15,0.0,,Medium
23,5,Clear,285.69,0.0,,Medium
0,6,Clouds,285.8,0.0,,Low
1,6,Clouds,284.75,0.0,,Low
2,6,Clouds,284.25,0.0,,Low
3,6,Clear,283.75,0.0,,Low
4,6,Clear,283.27,0.0,,Low
5,6,Clear,282.87,0.0,,Low
6,6,Clear,282.55,0.0,,Low
7,6,Clear,282.3,0.0,,Low
8,6,Clear,283.01,0.0,,Medium
9,6,Clear,284.11,0.0,,Medium
10,6,Clear,286.88,0.0,,Medium
11,6,Clear,290.7,0.0,,Medium
12,6,Clear,294.52,0.0,,Medium
13,6,Clear,296.44,0.0,,High
14,6,Clear,296.68,0.0,,High
15,6,Clear,296.8,0.0,,High
16,6,Clear,298.49,0.0,,High
17,6,Clear,295.59,0.0,,High
18,6,Clear,293.82,0.0,,Medium
19,6,Clear,290.19,0.0,,High
20,6,Clear,288.12,0.0,,Medium
21,6,Clear,287.21,0.0,,Medium
22,6,Clear,286.38,0.0,,Low
23,6,Clear,285.64,0.0,,Low
0,0,Clear,285.69,0.0,,Low
1,0,Clear,285.36,0.0,,Low
2,0,Clear,284.82,0.0,,Low
3,0,Clear,284.81,0.0,,Low
4,0,Clear,282.55,0.0,,Low
5,0,Clear,283.81,0.0,,Medium
6,0,Clear,284.05,0.0,,High
7,0,Clear,283.87,0.0,,High
8,0,Clear,284.76,0.0,,High
9,0,Clear,285.81,0.0,,High
10,0,Clear,289.11,0.0,,High
11,0,Clear,292.56,0.0,,High
12,0,Clear,296.44,0.0,,High
13,0,Clear,297.94,0.0,,High
14,0,Clear,297.5,0.0,,High
15,0,Clear,297.15,0.0,,High
16,0,Clear,298.91,0.0,,High
17,0,Clear,296.17,0.0,,High
18,0,Clear,294.55,0.0,,High
19,0,Clear,292.6,0.0,,Medium
20,0,Clear,291.48,0.0,,Medium
21,0,Clear,290.75,0.0,,Low
22,0,Clear,290.12,0.0,,Low
23,0,Clear,289.36,0.0,,Low
0,1,Clouds,288.53,0.0,,Low
1,1,Clouds,287.93,0.0,,Low
2,1,Clouds,287.72,0.0,,Low
3,1,Clouds,287.42,0.0,,Low
4,1,Clouds,287.5,0.0,,Low
5,1,Clouds,287.53,0.0,,Medium
6,1,Clouds,287.8,0.0,,High
7,1,Clouds,287.59,0.0,,High
8,1,Rain,287.14,1.02,,High
9,1,Rain,287.23,0.76,,High
10,1,Rain,287.87,0.3,,High
11,1,Rain,289.36,0.0,,High
12,1,Rain,291.86,0.0,,High
13,1,Rain,293.58,0.0,,High
14,1,Rain,297.04,0.0,,High
15,1,Clouds,296.6,0.0,,High
16,1,Clouds,295.82,0.0,,High
17,1,Clouds,295.38,0.0,,High
18,1,Clouds,294.66,0.0,,High
19,1,Clouds,293.23,0.0,,Medium
20,1,Rain,292.05,0.51,,Medium
21,1,Rain,290.77,0.4,,Medium
22,1,Rain,289.83,1.14,,Low
23,1,Rain,289.59,1.16,,Low
0,2,Rain,289.1,1.02,,Low
1,2,Rain,288.9,2.03,,Low
2,2,Rain,287.01,7.05,,Low
3,2,Rain,286.4,2.73,,Low
4,2,Rain,286.45,1.11,,Low
5,2,Rain,291.097,0.0,,Medium
6,2,Rain,287.246,0.0,,High
7,2,Rain,287.246,0.0,,High
8,2,Rain,287.246,0.0,,High
9,2,Clear,286.665,0.0,,High
10,2,Clear,286.665,0.0,,High
11,2,Clear,286.665,0.0,,High
12,2,Clear,287.86,0.0,,High
13,2,Clear,287.86,0.0,,High
14,2,Clear,287.86,0.0,,High
15,2,Clear,288.774,0.0,,High
16,2,Clear,288.774,0.0,,High
17,2,Clear,288.774,0.0,,High
18,2,Clear,286.381,0.0,,High
19,2,Clear,286.381,0.0,,Medium
20,2,Clear,286.381,0.0,,Medium
21,2,Clear,283.973,0.0,,Medium
22,2,Clear,283.973,0.0,,Low
23,2,Clear,283.973,0.0,,Medium
0,3,Clear,282.715,0.0,,Low
1,3,Clear,282.715,0.0,,Low
2,3,Clear,281.639,0.0,,Low
3,3,Clear,281.639,0.0,,Low
4,3,Clear,281.639,0.0,,Low
5,3,Clear,280.091,0.0,,Medium
6,3,Clear,280.091,0.0,,High
7,3,Clear,280.091,0.0,,High
8,3,Clouds,284.001,0.0,,High
9,3,Clear,283.9790000000001,0.0,,High
10,3,Clear,283.9790000000001,0.0,,High
11,3,Clear,283.9790000000001,0.0,,High
12,3,Clear,287.271,0.0,,High
13,3,Clear,287.271,0.0,,High
14,3,Clouds,288.144,0.0,,High
15,3,Clouds,288.144,0.0,,High
16,3,Clouds,288.144,0.0,,High
17,3,Clouds,288.144,0.0,,High
18,3,Clouds,286.119,0.0,,High
19,3,Clouds,286.119,0.0,,Medium
20,3,Rain,283.896,0.0,,Medium
21,3,Rain,283.896,0.0,,Medium
22,3,Rain,283.896,0.0,,Low
23,3,Rain,279.027,0.0,,Low
0,4,Rain,279.027,0.0,,Low
1,4,Rain,279.027,0.0,,Low
2,4,Rain,277.867,0.0,,Low
3,4,Rain,277.867,0.0,,Low
4,4,Rain,277.867,0.0,,Low
5,4,Rain,277.36,0.0,,Medium
6,4,Rain,277.36,0.0,,High
7,4,Rain,277.36,0.0,,High
8,4,Clear,278.658,0.0,,High
9,4,Clear,279.568,0.0,,High
10,4,Clear,279.568,0.0,,High
11,4,Clear,279.568,0.0,,High
12,4,Clouds,281.165,0.0,,High
13,4,Clouds,281.165,0.0,,High
